"Event","White","Black","Result","UTCDate","UTCTime","WhiteElo","BlackElo","WhiteRatingDiff","BlackRatingDiff","ECO","Opening","TimeControl","Termination","AN"
" Bullet ","nizzle_fe_shizzle","koualsky","1-0","2016.07.01","13:09:37","2179","1644","1.0","-1.0","A04","Zukertort Opening: Black Mustang Defense","60+0","Time forfeit","1. Nf3 { [%eval 0.18] } 1... Nc6 { [%eval 0.28] } 2. b3 { [%eval -0.2] } 2... g6?! { [%eval 0.44] } 3. Bb2 { [%eval 0.43] } 3... Nf6 { [%eval 0.42] } 4. g4?! { [%eval -0.27] } 4... Bg7 { [%eval -0.21] } 5. g5 { [%eval -0.23] } 5... Nh5 { [%eval -0.31] } 6. Bxg7 { [%eval -0.24] } 6... Nxg7 { [%eval -0.28] } 7. h4 { [%eval -0.51] } 7... Ne6?! { [%eval 0.46] } 8. e3 { [%eval 0.2] } 8... b6 { [%eval 0.69] } 9. Be2 { [%eval 0.37] } 9... Bb7 { [%eval 0.65] } 10. h5?! { [%eval 0.05] } 10... Ne5 { [%eval 0.17] } 11. h6? { [%eval -2.36] } 11... Nxg5 { [%eval -2.26] } 12. Nxg5 { [%eval -2.32] } 12... Bxh1 { [%eval -2.28] } 13. f4 { [%eval -2.33] } 13... Nc6?! { [%eval -1.49] } 14. Bf3? { [%eval -2.63] } 14... Bxf3 { [%eval -2.62] } 15. Qxf3 { [%eval -2.59] } 15... f6 { [%eval -2.56] } 16. Ne4 { [%eval -2.9] } 16... d5 { [%eval -2.86] } 17. Nec3 { [%eval -2.86] } 17... Qd7?! { [%eval -2.26] } 18. Nxd5 { [%eval -2.3] } 18... O-O-O?! { [%eval -1.64] } 19. Nbc3 { [%eval -2.04] } 19... g5?! { [%eval -1.46] } 20. O-O-O { [%eval -1.62] } 20... gxf4 { [%eval -1.33] } 21. Nxf4 { [%eval -1.35] } 21... e5 { [%eval -1.41] } 22. Nd3 { [%eval -1.84] } 22... Rdf8? { [%eval -0.33] } 23. Qd5? { [%eval -2.07] } 23... Qf5?? { [%eval 5.55] } 24. Qxc6 { [%eval 5.6] } 24... Qh5?? { [%eval 19.08] } 25. Nb5 { [%eval 18.28] } 25... Rf7 { [%eval 17.18] } 26. Nxa7+?? { [%eval 6.1] } 26... Kb8 { [%eval 4.7] } 27. Nb5 { [%eval 4.64] } 27... Qxh6?? { [%eval 12.49] } 28. Nb4 { [%eval 12.01] } 28... Rhf8?! { [%eval #7] } 29. Na6+ { [%eval #6] } 29... Kc8 { [%eval 24.71] } 30. Nd6+ { [%eval 9.61] } 30... Kd8 { [%eval 9.74] } 31. Nxf7+ { [%eval 9.6] } 31... Rxf7 { [%eval 9.38] } 32. Qa8+ { [%eval 8.88] } 32... Kd7 { [%eval 8.51] } 33. Nb8+?! { [%eval 7.64] } 33... Kd6? { [%eval 12.76] } 34. Qc6+ { [%eval 12.49] } 34... Ke7 { [%eval 12.46] } 35. Qd7+ { [%eval 12.25] } 35... Kf8 { [%eval 12.02] } 36. Qe6? { [%eval 7.6] } 36... Qg7? { [%eval #3] } 37. Nd7+?? { [%eval 1.16] } 1-0"
" Blitz ","renr8360","froschHamster","1/2-1/2","2016.07.01","13:09:37","2243","2247","1.0","0.0","B90","Sicilian Defense: Najdorf Variation","180+0","Normal","1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bd3 e6 7. O-O Be7 8. Kh1 Qc7 9. f4 b5 10. a3 Bb7 11. Be3 Nbd7 12. Qf3 O-O 13. Rae1 Rfd8 14. Qh3 g6 15. f5 e5 16. Ne6 fxe6 17. fxg6 Nf8 18. Bg5 Nxg6 19. Bxf6 Bxf6 20. Rxf6 Rf8 21. Qxe6+ Kg7 22. Ref1 Rae8 23. Rf7+ Rxf7 24. Qxe8 Rxf1+ 25. Bxf1 Qf7 26. Qxf7+ Kxf7 27. g3 Ke6 28. Kg2 Ne7 29. Kf3 Nc6 30. Bd3 Nd4+ 31. Kg4 Kf6 32. h4 Bc6 33. Kh5 Kg7 34. Kg5 h6+ 35. Kg4 Bd7+ 36. Kh5 Be8+ 37. Kg4 Bd7+ 38. Kh5 Be8+ 39. Kg4 Bd7+ 1/2-1/2"
" Blitz tournament ","Serik2","robke","0-1","2016.07.01","13:09:42","1727","1706","-12.0","12.0","B44","Sicilian Defense: Paulsen Variation","180+2","Normal","1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Bc4 Nf6 6. Nc3 Bb4 7. f3 d5 8. Nxc6 bxc6 9. Bb3 O-O 10. O-O Ba6 11. Rf2 Bc5 12. Na4 Bxf2+ 13. Kxf2 dxe4 14. fxe4 Qxd1 15. Bg5 Nxe4+ 16. Ke3 Nxg5 17. Nc5 Qxa1 0-1"
" Bullet ","Serega17","SchwarzerRitter","1-0","2016.07.01","13:09:35","1851","1974","15.0","-14.0","D00","Queen's Pawn Game","60+0","Time forfeit","1. d4 d5 2. f4 e6 3. Nf3 Nd7 4. e3 c5 5. c3 cxd4 6. exd4 b6 7. Bd3 a5 8. O-O Ba6 9. Bxa6 Rxa6 10. Qe2 Qa8 11. Nbd2 Ne7 12. Ne5 Nxe5 13. fxe5 Nc6 14. Nf3 Be7 15. Bg5 Bxg5 16. Nxg5 O-O 17. Qh5 h6 18. Nxf7 Qe8 19. Nxh6+ gxh6 20. Qxh6 Ra7 21. Rxf8+ Qxf8 22. Qxe6+ Qf7 23. Qxc6 Re7 24. Rf1 Qe6 25. Rf6 Qxc6 26. Rxc6 Rb7 27. Rd6 b5 28. Rxd5 b4 29. e6 bxc3 30. bxc3 Rb2 31. e7 Kf7 32. Re5 Ke8 33. d5 Rd2 34. d6 Rxd6 35. c4 Rc6 36. Re4 a4 37. Kf2 a3 38. Ke3 Rb6 39. Kd4 Rb2 40. Kc5 Rxa2 41. Kd6 Rc2 42. c5 a2 43. c6 1-0"
" Blitz ","Dragonero64","SqueezeU","0-1","2016.07.01","13:09:36","2148","2225","-8.0","8.0","B20","Sicilian Defense: Wing Gambit","180+0","Normal","1. e4 c5 2. b4 Nc6 3. b5 Nd4 4. c3 Ne6 5. d4 cxd4 6. cxd4 d5 7. e5 Nc7 8. a4 Bf5 9. Nc3 e6 10. Nf3 Bb4 11. Bd2 Ne7 12. h3 h6 13. Be2 O-O 14. O-O Rc8 15. Rc1 Na8 16. Qb3 Ba5 17. g4 Bh7 18. g5 hxg5 19. Nxg5 Bf5 20. Kh2 Ng6 21. Rg1 Nb6 22. Rg3 Nc4 23. Bxc4 Rxc4 24. Rcg1 Rxd4 25. Be3 Rd3 26. Bc5 Rxg3 27. Rxg3 Re8 28. Ne2 Nxe5 29. Bd4 Ng6 30. h4 Bc7 31. f4 Nxf4 32. Nxe6 Qxh4+ 33. Kg1 Nxe2+ 34. Kf2 Qxg3+ 0-1"
" Bullet ","orangad","piwot3","1-0","2016.07.01","13:09:43","2086","2026","9.0","-8.0","A01","Nimzo-Larsen Attack: Modern Variation #3","60+0","Time forfeit","1. b3 e5 2. Bb2 Nc6 3. d3 Bc5 4. Nd2 d6 5. h3 Nge7 6. e4 O-O 7. Qe2 f5 8. O-O-O f4 9. f3 Be6 10. g3 a5 11. gxf4 Rxf4 12. Qg2 Qd7 13. Ne2 Rf7 14. Kb1 a4 15. d4 Bxd4 16. Nxd4 Nxd4 17. Rg1 axb3 18. axb3 Ng6 19. Nc4 Bxc4 20. Bxc4 Nf4 21. Bxf7+ Qxf7 22. Qg5 g6 23. Bxd4 exd4 24. Rg4 Ne6 25. Qh6 Ng7 26. h4 Qxf3 27. Rdg1 d3 28. h5 dxc2+ 29. Kb2 c1=Q+ 30. Rxc1 Qd3 31. hxg6 Qd4+ 32. Rc3 Qd2+ 33. Rc2 Ra2+ 34. Kxa2 Qxc2+ 35. Ka3 Qc5+ 36. Kb2 Qd4+ 37. Ka2 1-0"
" Blitz ","elmuthalleth","kent33","1/2-1/2","2016.07.01","13:09:43","2182","2129","-2.0","2.0","A31","English Opening: Symmetrical Variation, Anti-Benoni Variation","300+0","Time forfeit","1. d4 Nf6 2. c4 c5 3. Nf3 cxd4 4. Nxd4 Nc6 5. Nc3 g6 6. Nc2 Bg7 7. b3 d6 8. Bb2 O-O 9. g3 a6 10. Bg2 Bf5 11. O-O Qc8 12. Nd5 Nxd5 13. Bxg7 Kxg7 14. Bxd5 Bh3 15. Re1 e6 16. Bg2 Bxg2 17. Kxg2 Qc7 18. e4 Rad8 19. Ne3 h5 20. h4 Ne5 21. f4 Nc6 22. Rc1 Qb6 23. f5 Ne5 24. Qe2 Rfe8 25. fxg6 fxg6 26. g4 Qd4 27. Nc2 Qb2 28. gxh5 Rh8 29. hxg6 Rxh4 30. Ne3 Qxe2+ 31. Rxe2 Rdh8 32. Rg1 Rxe4 33. Kf2 Rh2+ 34. Ng2 Rxe2+ 35. Kxe2 Kxg6 36. Ke3 Kf5 37. Nf4 Rxa2 38. Rg7 b5 39. Nd3 Nxd3 40. Kxd3 bxc4+ 41. Kxc4 d5+ 42. Kc5 Rc2+ 43. Kd6 d4 44. Rf7+ Ke4 45. Re7 d3 46. Rxe6+ Kd4 47. Re5 Kc3 48. Rd5 Rb2 49. Ke5 Rxb3 50. Ke4 Kc2 51. Ke3 Rb5 52. Rxd3 Re5+ 53. Kd4 Rd5+ 54. Kxd5 Kxd3 55. Kc5 a5 56. Kb5 Kc3 57. Ka4 Kc4 58. Ka3 1/2-1/2"
" Blitz ","vignesha","estebita","1-0","2016.07.01","13:09:43","1400","1420","11.0","-12.0","C62","Ruy Lopez: Steinitz Defense","180+4","Normal","1. e4 e5 2. Nf3 Nc6 3. Bb5 d6 4. Nc3 Bg4 5. Bxc6+ bxc6 6. h3 Bh5 7. g4 Bg6 8. d4 exd4 9. Nxd4 c5 10. Nf5 Bxf5 11. exf5 Nf6 12. Be3 d5 13. Qe2 Qe7 14. O-O-O O-O-O 15. Qa6+ Kd7 16. Nxd5 Nxd5 17. Rxd5+ Ke8 18. Qc6+ Rd7 19. Rhd1 Qd6 20. Rxd6 Bxd6 21. Bxc5 Kf8 22. Qxd7 1-0"
" Classical ","accursioscaduto","THann","1-0","2016.07.01","13:09:44","1873","1965","13.0","-16.0","E76","King's Indian Defense: Four Pawns Attack","900+0","Normal","1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f4 O-O 6. Nf3 Nbd7 7. Be2 Re8 8. O-O e5 9. fxe5 dxe5 10. dxe5 Ng4 11. Bg5 f6 12. exf6 Bxf6 13. Qd5+ Kg7 14. Bxf6+ Qxf6 15. Ng5 Nb6 16. Rxf6 Nxd5 17. Rf7+ Kh6 18. Nxd5 Kxg5 19. Raf1 Rxe4 20. Rxh7 Rxe2 21. h4# 1-0"
" Classical ","pashkovaleks","vladimir2203","0-1","2016.07.01","13:09:42","1703","1700","-11.0","11.0","B01","Scandinavian Defense: Mieses-Kotroc Variation","900+0","Normal","1. e4 d5 2. exd5 Qxd5 3. c4 Qd8 4. c5 e6 5. d4 c6 6. Bc4 b6 7. cxb6 axb6 8. b4 Bxb4+ 9. Bd2 Qxd4 10. Bc3 Bxc3+ 11. Nxc3 Qxc3+ 12. Kf1 Qxc4+ 13. Qe2 Qc3 14. Rd1 Bd7 15. Nf3 Nf6 16. Ne5 O-O 17. Nxd7 Nbxd7 18. h4 Ne5 19. g4 Nfxg4 20. h5 Nxf2 21. Qxf2 Ng4 22. Qxb6 Rxa2 23. Rg1 Qf3+ 24. Ke1 Qe2# 0-1"
" Classical ","Rita02200059","vx9mcz","0-1","2016.07.01","13:09:46","1536","1809","-4.0","4.0","C41","Philidor Defense #2","300+6","Time forfeit","1. e4 e5 2. Nf3 d6 3. Nc3 Nc6 4. Bb5 Bd7 5. d4 a6 6. Bxc6 Bxc6 7. dxe5 dxe5 8. Qxd8+ Rxd8 9. Nxe5 Bb4 10. O-O Bxc3 11. bxc3 Bxe4 12. Re1 Bd5 13. Nc6+ Ne7 14. Nxe7 Be6 15. Bg5 f6 16. Rxe6 fxg5 17. Rae1 Kf7 18. Nf5 Rd5 19. Re7+ Kf6 20. Ng3 Ra5 21. R7e6+ Kf7 22. c4 Rxa2 23. c3 g6 0-1"
" Classical ","damien76600","andser","0-1","2016.07.01","13:09:39","1828","1607","-18.0","17.0","A40","Horwitz Defense","600+0","Normal","1. d4 { [%eval 0.2] } 1... e6 { [%eval 0.24] } 2. c4 { [%eval 0.27] } 2... h6 { [%eval 0.38] } 3. Nc3 { [%eval 0.39] } 3... b6 { [%eval 0.74] } 4. e4 { [%eval 0.7] } 4... Bb7 { [%eval 0.83] } 5. Qc2 { [%eval 0.41] } 5... g5?! { [%eval 0.99] } 6. Bd3?! { [%eval 0.41] } 6... Nf6 { [%eval 0.88] } 7. Nge2 { [%eval 0.75] } 7... Nc6 { [%eval 0.87] } 8. O-O { [%eval 0.68] } 8... Nb4 { [%eval 0.75] } 9. Qb1 { [%eval 0.58] } 9... Nxd3 { [%eval 0.81] } 10. Qxd3 { [%eval 0.75] } 10... c5?! { [%eval 1.41] } 11. d5 { [%eval 1.35] } 11... Bd6?! { [%eval 2.14] } 12. Nb5?! { [%eval 1.56] } 12... Bb8 { [%eval 1.7] } 13. b3 { [%eval 1.33] } 13... a6 { [%eval 1.37] } 14. Nbc3 { [%eval 1.14] } 14... Qc7? { [%eval 2.33] } 15. f4 { [%eval 2.11] } 15... gxf4? { [%eval 3.51] } 16. Bxf4 { [%eval 3.38] } 16... d6 { [%eval 3.68] } 17. Rae1?! { [%eval 2.75] } 17... Ba7? { [%eval 4.45] } 18. Kh1? { [%eval 2.73] } 18... O-O-O { [%eval 2.62] } 19. a3?! { [%eval 1.68] } 19... b5? { [%eval 3.11] } 20. cxb5 { [%eval 3.13] } 20... axb5?! { [%eval 4.06] } 21. Nxb5 { [%eval 3.91] } 21... Qb6 { [%eval 4.02] } 22. Nxa7+? { [%eval 2.95] } 22... Qxa7 { [%eval 2.89] } 23. Rc1? { [%eval 1.26] } 23... Ba6 { [%eval 1.39] } 24. Qd2? { [%eval 0.05] } 24... Nxe4 { [%eval 0.1] } 25. Qb2 { [%eval -0.3] } 25... Rhg8 { [%eval 0.07] } 26. Ng3? { [%eval -1.72] } 26... Nf6?? { [%eval 2.51] } 27. Rfe1? { [%eval -0.18] } 27... Nxd5 { [%eval -0.25] } 28. Be3 { [%eval -0.68] } 28... Nxe3 { [%eval -0.62] } 29. Rxe3 { [%eval -0.96] } 29... c4?! { [%eval -0.31] } 30. bxc4?? { [%eval -6.55] } 30... Qxe3 { [%eval -6.32] } 31. c5? { [%eval -7.6] } 31... dxc5 { [%eval -7.35] } 32. Qb6? { [%eval #-2] } 32... Qxc1+ { [%eval #-1] } 0-1"
" Blitz ","jonnyban","onur91","1-0","2016.07.01","13:09:40","1790","1694","8.0","-8.0","C53","Italian Game: Classical Variation, Giuoco Pianissimo","180+0","Normal","1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d3 Bc5 5. c3 d6 6. h3 Be6 7. Nbd2 Qd7 8. O-O O-O-O 9. Nh2 Bxh3 10. gxh3 Qxh3 11. Qf3 h5 12. Qxh3+ Ng4 13. Nb3 Kb8 14. Nxc5 dxc5 15. Bg5 Rde8 16. f3 Ne3 17. Bxe3 1-0"
" Classical ","viktor1602","JulesBonnot","1-0","2016.07.01","13:09:44","1917","1719","7.0","-5.0","B01","Scandinavian Defense: Mieses-Kotroc Variation","1200+0","Normal","1. e4 d5 2. exd5 Qxd5 3. d4 Qa5+ 4. c3 c6 5. Nf3 Qc7 6. Be2 Bg4 7. O-O e6 8. h3 Bh5 9. Ne5 Bxe2 10. Qxe2 Bd6 11. f4 Nd7 12. Qh5 Nxe5 13. fxe5 Bf8 14. Na3 g6 15. Qh4 Nh6 16. Bxh6 Be7 17. Qf4 O-O-O 18. Qxf7 Qb6 1-0"
" Bullet ","Kermitdu93","zlkjhgfdsapoiuytrewq","0-1","2016.07.01","13:09:44","1865","1716","-15.0","15.0","B34","Sicilian Defense: Accelerated Dragon, Modern Variation","60+0","Normal","1. e4 c5 2. Nf3 Nc6 3. d4 g6 4. Nc3 cxd4 5. Nxd4 Bg7 6. Be3 Qb6 7. Nxc6 Qxb2 8. Bd4 Bxd4 9. Nxd4 Qxc3+ 10. Ke2 Nf6 11. f3 d5 12. e5 Nd7 13. f4 Nc5 14. Rb1 Bf5 15. Nb5 Qc4+ 16. Kf2 Qxf4+ 17. Kg1 Ne4 18. Nc7+ Kf8 19. g3 Qf2# 0-1"
" Bullet ","MarinVassilev","Leek_Wars","1-0","2016.07.01","13:09:47","1629","1651","13.0","-11.0","A00","Mieses Opening","30+0","Time forfeit","1. d3 c5 2. Bg5 b6 3. Bxe7 Bxe7 4. Nf3 Nf6 5. e4 Bb7 6. Be2 Bd6 7. O-O O-O 8. h3 Bc7 9. Nc3 d5 10. b3 dxe4 11. dxe4 Bxe4 12. Qxd8 Rxd8 13. Nxe4 Nxe4 14. g3 Nf6 15. Rfe1 Nbd7 16. Bc4 Bd6 17. Rad1 Re8 18. Rxd6 Rxe1+ 19. Nxe1 Ne5 20. Nf3 Nxc4 21. Rd7 Nb2 22. Re7 a5 23. Ne5 a4 24. Rxf7 axb3 25. Rd7 bxc2 26. Re7 c1=Q+ 27. Kg2 Qc2 28. Ng6 Nc4 29. Rxg7+ Kxg7 30. Nh4 Nh5 31. Nf5+ Kg6 32. Nh4+ 1-0"
" Blitz ","korsox","shahrad","1-0","2016.07.01","13:09:47","1084","1578","18.0","-361.0","B10","Caro-Kann Defense: Breyer Variation","60+5","Normal","1. e4 c6 2. d3 d5 3. c4 dxe4 4. dxe4 Qxd1+ 5. Kxd1 e6 6. Bd2 Bc5 7. Be2 Bxf2 8. Nh3 Bd4 9. Nf4 Bxb2 10. Bc3 Bxa1 11. Bxa1 Na6 12. Bxg7 Ne7 13. Bxh8 Kf8 14. Nh5 Kg8 15. Bf6 Ng6 16. Nc3 Nb4 17. e5 b5 18. Ne4 bxc4 19. Nd6 Ba6 20. a3 Na2 21. Kd2 Rb8 22. Ra1 Rb2+ 23. Ke3 Nc3 24. Ne8 Nxe2 25. Bg5 c3 26. Bh6 c2 27. Nef6+ Kh8 28. Bg7# 1-0"
" Bullet ","Kamut","johnsmith1928","0-1","2016.07.01","13:09:43","1656","1766","-8.0","8.0","A40","Modern Defense","60+0","Time forfeit","1. d4 g6 2. Nf3 Bg7 3. Bg5 c6 4. Bh4 Qb6 5. b3 d6 6. c3 Bg4 7. Nbd2 Nd7 8. e3 Qa5 9. Qc2 Rc8 10. b4 Qc7 11. h3 Bf5 12. e4 Be6 13. a4 a6 14. Bg3 f6 15. Qb2 Bf7 16. c4 e5 17. c5 dxc5 18. dxc5 Ne7 19. Bc4 O-O 20. Bxf7+ Rxf7 21. Nc4 Rff8 22. Qb3 Nb8 23. Nd6+ Kh8 24. Nxc8 Rxc8 25. Nd2 Rd8 26. Nc4 f5 27. exf5 Nxf5 28. O-O Nd4 29. Qe3 Rf8 30. Nxe5 Qf7 31. Nxf7+ Rxf7 32. Be5 Bxe5 33. Qxe5+ Kg8 34. Qxd4 Rf8 0-1"
" Bullet tournament ","sparns","BulletsBryan","1-0","2016.07.01","13:09:48","1921","1730","6.0","-6.0","B15","Caro-Kann Defense","60+0","Normal","1. e4 c6 2. d4 d5 3. Nc3 c5 4. dxc5 dxe4 5. Qxd8+ Kxd8 6. Nxe4 Nc6 7. Be3 Nf6 8. O-O-O+ Ke8 9. Nxf6+ exf6 10. Nf3 Bg4 11. Bb5 Bxf3 12. gxf3 Rc8 13. Rhe1 Be7 14. Bf4 Kf8 15. Bd6 Bxd6 16. cxd6 Ne5 17. d7 Nxf3 18. dxc8=Q# 1-0"
" Classical ","atravancando","paloo","1-0","2016.07.01","13:09:48","2023","2080","13.0","-13.0","C00","French Defense: La Bourdonnais Variation","300+5","Time forfeit","1. e4 e6 2. f4 1-0"
" Blitz ","charletsgo95","ataozguner","1-0","2016.07.01","13:09:45","1782","1926","15.0","-15.0","A03","Bird Opening: Dutch Variation","180+2","Normal","1. f4 d5 2. Nf3 c5 3. e3 Nc6 4. Be2 g6 5. O-O Bg7 6. Nc3 h5 7. b3 Nh6 8. Bb2 Nf5 9. Na4 Bxb2 10. Nxb2 Nd6 11. Ne5 Ne4 12. d3 Nc3 13. Qd2 Nxe2+ 14. Qxe2 Nxe5 15. fxe5 Bg4 16. Qf2 h4 17. Qxf7+ Kd7 18. Na4 b6 19. Qxd5+ Kc8 20. Qxa8+ 1-0"
" Bullet ","NoPlayNoFun","territoire_ennemi","1-0","2016.07.01","13:09:32","1706","1769","12.0","-14.0","B03","Alekhine Defense #2","60+0","Normal","1. e4 { [%eval 0.23] } 1... Nf6 { [%eval 0.54] } 2. e5 { [%eval 0.53] } 2... Nd5 { [%eval 0.58] } 3. d4 { [%eval 0.63] } 3... Nb6 { [%eval 0.66] } 4. c4 { [%eval 0.54] } 4... e6 { [%eval 0.67] } 5. f4 { [%eval 0.5] } 5... d5 { [%eval 0.43] } 6. c5 { [%eval 0.21] } 6... N6d7 { [%eval 0.3] } 7. Nc3 { [%eval 0.16] } 7... c6 { [%eval 0.55] } 8. a4?! { [%eval -0.05] } 8... a6? { [%eval 1.36] } 9. b4?! { [%eval 0.6] } 9... h5? { [%eval 2.03] } 10. h4? { [%eval 0.55] } 10... g6? { [%eval 1.88] } 11. g3? { [%eval 0.63] } 11... Bh6? { [%eval 1.87] } 12. Nf3?! { [%eval 1.27] } 12... O-O? { [%eval 2.27] } 13. Ng5?! { [%eval 1.65] } 13... Bxg5?! { [%eval 2.34] } 14. fxg5?! { [%eval 1.65] } 14... Kg7? { [%eval 3.05] } 15. Bd3?! { [%eval 2.13] } 15... f5?? { [%eval 6.47] } 16. gxf6+ { [%eval 6.2] } 16... Nxf6 { [%eval 6.71] } 17. exf6+? { [%eval 4.12] } 17... Qxf6 { [%eval 4.04] } 18. Bf4?! { [%eval 3.32] } 18... Nd7?! { [%eval 4.13] } 19. O-O?? { [%eval 0.0] } 19... Qe7?? { [%eval 6.08] } 20. Bg5? { [%eval 4.89] } 20... Qe8? { [%eval 6.34] } 21. Rxf8?! { [%eval 5.65] } 21... Nxf8 { [%eval 5.7] } 22. Qc2? { [%eval 4.47] } 22... Qd7?? { [%eval 9.22] } 23. Rf1 { [%eval 8.69] } 23... b5? { [%eval 12.36] } 24. Bf6+ { [%eval 12.0] } 24... Kh7 { [%eval 14.64] } 25. a5? { [%eval 8.22] } 25... Bb7? { [%eval 15.3] } 26. Be5 { [%eval 14.62] } 26... Re8 { [%eval 12.5] } 27. Rxf8 { [%eval 12.49] } 27... Rxf8 { [%eval 12.32] } 28. Bxg6+ { [%eval 12.27] } 28... Kh6 { [%eval 12.22] } 29. Qd2+ { [%eval 11.75] } 29... Kxg6 { [%eval 10.3] } 30. Qg5+ { [%eval 9.44] } 30... Kf7 { [%eval 8.77] } 31. Qg7+?? { [%eval -0.54] } 31... Ke8 { [%eval -0.54] } 32. Qg6+ { [%eval -0.54] } 32... Kd8? { [%eval 1.12] } 33. Qxh5 { [%eval 0.87] } 33... Kc8? { [%eval 1.91] } 34. Qg5? { [%eval 0.39] } 34... Qf7?! { [%eval 1.12] } 35. Bf4 { [%eval 1.08] } 35... Qf5?! { [%eval 1.76] } 36. Qe7 { [%eval 1.62] } 36... Rf7?? { [%eval #1] } 37. Qd6?? { [%eval 1.43] } 37... Rd7?? { [%eval #1] } 38. Qb8# 1-0"
" Bullet tournament ","TuanMinh2009","Benour","1-0","2016.07.01","13:09:48","1918","1847","10.0","-9.0","C00","French Defense: Normal Variation","60+0","Time forfeit","1. e4 e6 2. d4 Be7 3. e5 b6 4. f4 Ba6 5. Bxa6 Nxa6 6. Qf3 Nb8 7. Qxa8 d5 8. exd6 Bxd6 9. Nc3 a5 10. Nf3 Nf6 11. Be3 O-O 12. Ne5 Bxe5 13. fxe5 Ng4 14. Bf4 Qxd4 15. Qe4 Qf2+ 16. Kd1 Rd8+ 17. Kc1 Qc5 18. Qe2 Nf2 19. Rf1 Nd3+ 20. cxd3 Nc6 21. Qe3 Nd4 22. Kd2 b5 23. Ne4 Qb4+ 24. Kd1 Qxb2 25. Rc1 1-0"
" Bullet tournament ","ValMed","Yoordin","0-1","2016.07.01","13:09:48","1791","2088","-4.0","4.0","C30","King's Gambit","60+0","Time forfeit","1. e4 e5 2. f4 d6 3. Nf3 Nd7 4. fxe5 dxe5 5. Bb5 c6 6. Bc4 Ngf6 7. O-O Be7 8. d3 O-O 9. Nc3 b5 10. Bb3 a5 11. a4 b4 12. Ne2 c5 13. c3 Ba6 14. cxb4 cxb4 15. Bc4 Bxc4 16. dxc4 Rc8 17. Qd3 Re8 18. Be3 Bc5 19. Bxc5 Nxc5 20. Qxd8 Rcxd8 21. Ng3 Nfxe4 22. Rae1 Nxg3 23. hxg3 e4 24. Nh2 f5 25. g4 fxg4 26. Nxg4 Rd2 27. Rf4 Rxb2 28. Nf2 e3 29. Rf5 exf2+ 30. Rxf2 Rxe1+ 31. Rf1 Rbb1 32. Rxe1 Rxe1+ 33. Kf2 Nd3+ 34. Kf3 Rc1 35. g3 Rxc4 36. Ke3 Ne5 37. g4 Rxg4 38. Kd2 Rc4 0-1"
" Blitz ","kapalango","carpedian","1-0","2016.07.01","13:09:46","2081","2075","15.0","-10.0","C00","French Defense: Queen's Knight","300+0","Normal","1. e4 { [%eval 0.27] } 1... e6 { [%eval 0.22] } 2. Nc3 { [%eval 0.25] } 2... d5 { [%eval 0.32] } 3. exd5 { [%eval 0.22] } 3... exd5 { [%eval 0.15] } 4. Qe2+?! { [%eval -0.43] } 4... Be7 { [%eval -0.48] } 5. Qe5?! { [%eval -1.37] } 5... Nf6 { [%eval -1.36] } 6. Bb5+ { [%eval -1.7] } 6... c6 { [%eval -1.72] } 7. Bd3 { [%eval -2.0] } 7... O-O { [%eval -2.05] } 8. Nf3 { [%eval -2.34] } 8... Nbd7?! { [%eval -1.77] } 9. Qe3?! { [%eval -2.47] } 9... Bc5 { [%eval -2.54] } 10. Qf4 { [%eval -2.49] } 10... Re8+ { [%eval -2.18] } 11. Kf1 { [%eval -2.43] } 11... Nf8 { [%eval -2.42] } 12. Kg1? { [%eval -3.82] } 12... Qb6? { [%eval -1.71] } 13. Na4 { [%eval -1.66] } 13... Bxf2+ { [%eval -1.67] } 14. Kf1 { [%eval -1.76] } 14... Qa5 { [%eval -1.63] } 15. Kxf2 { [%eval -1.79] } 15... Qxa4?? { [%eval 8.52] } 16. Qxa4 { [%eval 8.34] } 16... Ne6? { [%eval 9.38] } 17. Re1 { [%eval 9.15] } 17... Bd7 { [%eval 9.32] } 18. Qb4 { [%eval 9.32] } 18... b6?! { [%eval 9.82] } 19. b3 { [%eval 9.55] } 19... c5 { [%eval 10.18] } 20. Qh4 { [%eval 9.91] } 20... h6 { [%eval 10.62] } 21. Bb2 { [%eval 10.65] } 21... d4 { [%eval 10.52] } 22. Ne5 { [%eval 10.25] } 22... Bc8 { [%eval 11.02] } 23. c3 { [%eval 10.94] } 23... Ng5 { [%eval 12.12] } 24. cxd4 { [%eval 12.11] } 24... Bb7 { [%eval 12.01] } 25. dxc5 { [%eval 11.72] } 25... Rad8 { [%eval 14.24] } 26. Bd4 { [%eval 11.27] } 26... bxc5 { [%eval 11.12] } 27. Bc3 { [%eval 10.88] } 27... Rxe5 { [%eval 13.15] } 28. Bxe5 { [%eval 13.02] } 28... Rxd3 { [%eval 12.57] } 29. Bxf6 { [%eval 12.31] } 29... gxf6 { [%eval 13.72] } 30. Rad1 { [%eval 10.77] } 30... Kg7 { [%eval 10.81] } 31. Qa4 { [%eval 10.53] } 31... Ne4+ { [%eval 13.52] } 1-0"
